index,localhour,use,humidity,celsius
228103,2018-04-05 10:00:00,0.196,0.82,14.427777777777777
228104,2018-04-05 11:00:00,0.19699999999999998,0.83,14.116666666666665
228105,2018-04-05 12:00:00,0.196,0.83,13.972222222222221
228106,2018-04-05 13:00:00,0.40299999999999997,0.83,13.905555555555557
228107,2018-04-05 14:00:00,0.703,0.84,13.744444444444447
228108,2018-04-05 15:00:00,0.28800000000000003,0.83,13.783333333333335
228109,2018-04-05 16:00:00,0.193,0.83,13.705555555555556
228110,2018-04-05 17:00:00,0.19399999999999998,0.84,13.499999999999998
228111,2018-04-05 18:00:00,0.19399999999999998,0.85,13.316666666666666
228112,2018-04-05 19:00:00,0.193,0.84,13.216666666666665
228113,2018-04-05 20:00:00,0.381,0.84,13.13888888888889
228114,2018-04-05 21:00:00,0.183,0.84,13.044444444444443
228115,2018-04-05 22:00:00,0.18100000000000002,0.84,13.32777777777778
228116,2018-04-05 23:00:00,0.201,0.79,14.38888888888889
228117,2018-04-06 00:00:00,0.2,0.72,16.283333333333335
228118,2018-04-06 01:00:00,0.16699999999999998,0.64,18.583333333333332
228119,2018-04-06 02:00:00,0.365,0.6,19.572222222222226
228120,2018-04-06 03:00:00,0.605,0.57,20.355555555555554
228121,2018-04-06 04:00:00,0.43,0.54,20.85
228122,2018-04-06 05:00:00,0.268,0.54,20.65555555555556
228123,2018-04-06 06:00:00,0.247,0.55,19.922222222222224
228124,2018-04-06 07:00:00,0.221,0.56,19.499999999999996
228125,2018-04-06 08:00:00,0.258,0.62,18.194444444444443
228126,2018-04-06 09:00:00,0.255,0.67,16.988888888888887
228127,2018-04-06 10:00:00,0.23199999999999998,0.73,15.68333333333333
228128,2018-04-06 11:00:00,0.22899999999999998,0.78,15.0
228129,2018-04-06 12:00:00,0.307,0.8,14.505555555555556
228130,2018-04-06 13:00:00,0.28800000000000003,0.81,14.194444444444443
228131,2018-04-06 14:00:00,0.531,0.82,14.105555555555556
228132,2018-04-06 15:00:00,0.621,0.82,13.994444444444444
228133,2018-04-06 16:00:00,0.36,0.82,14.011111111111111
228134,2018-04-06 17:00:00,0.2,0.81,13.994444444444444
228135,2018-04-06 18:00:00,0.162,0.82,13.666666666666666
228136,2018-04-06 19:00:00,0.18899999999999997,0.83,13.311111111111112
228137,2018-04-06 20:00:00,0.20199999999999999,0.84,12.933333333333334
228138,2018-04-06 21:00:00,0.19,0.85,12.805555555555554
228139,2018-04-06 22:00:00,0.161,0.84,13.711111111111112
228140,2018-04-06 23:00:00,0.198,0.75,15.511111111111113
228141,2018-04-07 00:00:00,0.35600000000000004,0.65,17.366666666666664
228142,2018-04-07 01:00:00,0.336,0.58,19.00555555555555
228143,2018-04-07 02:00:00,0.317,0.55,19.961111111111116
228144,2018-04-07 03:00:00,0.306,0.55,20.283333333333335
228145,2018-04-07 04:00:00,0.327,0.56,20.700000000000003
228146,2018-04-07 05:00:00,0.40700000000000003,0.57,20.761111111111113
228147,2018-04-07 06:00:00,0.27899999999999997,0.58,20.383333333333333
228148,2018-04-07 07:00:00,0.18,0.59,19.805555555555557
228149,2018-04-07 08:00:00,0.207,0.63,18.944444444444443
228150,2018-04-07 09:00:00,0.204,0.69,17.25
228151,2018-04-07 10:00:00,0.187,0.76,16.083333333333332
228152,2018-04-07 11:00:00,0.16699999999999998,0.78,15.622222222222222
228153,2018-04-07 12:00:00,0.20199999999999999,0.8,15.316666666666666
228154,2018-04-07 13:00:00,0.21899999999999997,0.81,15.11111111111111
228155,2018-04-07 14:00:00,0.184,0.82,14.894444444444446
228156,2018-04-07 15:00:00,0.19899999999999998,0.82,14.799999999999999
228157,2018-04-07 16:00:00,0.205,0.83,14.511111111111111
228158,2018-04-07 17:00:00,0.23199999999999998,0.84,14.244444444444444
228159,2018-04-07 18:00:00,0.32299999999999995,0.84,14.055555555555554
228160,2018-04-07 19:00:00,0.312,0.84,14.022222222222224
228161,2018-04-07 20:00:00,0.193,0.84,14.294444444444443
228162,2018-04-07 21:00:00,0.23800000000000002,0.84,14.444444444444445
228163,2018-04-07 22:00:00,0.24100000000000002,0.79,16.122222222222224
228164,2018-04-07 23:00:00,0.24,0.7,18.099999999999998
228165,2018-04-08 00:00:00,0.36200000000000004,0.65,19.79444444444444
228166,2018-04-08 01:00:00,0.276,0.63,20.955555555555556
228167,2018-04-08 02:00:00,0.235,0.65,21.005555555555556
228168,2018-04-08 03:00:00,0.198,0.64,21.65
228169,2018-04-08 04:00:00,0.204,0.64,22.45555555555556
228170,2018-04-08 05:00:00,0.20800000000000002,0.67,21.827777777777783
228171,2018-04-08 06:00:00,0.359,0.66,22.227777777777778
228172,2018-04-08 07:00:00,0.319,0.68,21.66111111111111
228173,2018-04-08 08:00:00,0.226,0.73,19.92777777777778
228174,2018-04-08 09:00:00,0.175,0.78,18.649999999999995
228175,2018-04-08 10:00:00,0.195,0.83,17.655555555555555
228176,2018-04-08 11:00:00,0.19899999999999998,0.86,17.08888888888889
228177,2018-04-08 12:00:00,0.201,0.87,16.71666666666667
228178,2018-04-08 13:00:00,0.185,0.87,16.494444444444444
228179,2018-04-08 14:00:00,0.182,0.86,16.13888888888889
228180,2018-04-08 15:00:00,0.24600000000000002,0.87,15.799999999999999
228181,2018-04-08 16:00:00,0.38799999999999996,0.87,15.411111111111113
228182,2018-04-08 17:00:00,0.32799999999999996,0.84,15.233333333333336
228183,2018-04-08 18:00:00,0.525,0.85,14.994444444444447
228184,2018-04-08 19:00:00,0.466,0.85,14.761111111111111
228185,2018-04-08 20:00:00,0.174,0.86,14.488888888888887
228186,2018-04-08 21:00:00,0.195,0.86,14.416666666666666
228187,2018-04-08 22:00:00,0.21,0.84,15.255555555555556
228188,2018-04-08 23:00:00,0.2,0.79,16.844444444444445
228189,2018-04-09 00:00:00,0.239,0.72,18.438888888888886
228190,2018-04-09 01:00:00,0.21,0.65,20.033333333333335
228191,2018-04-09 02:00:00,0.312,0.58,21.566666666666663
228192,2018-04-09 03:00:00,0.405,0.52,22.68888888888889
228193,2018-04-09 04:00:00,0.446,0.46,23.56111111111111
228194,2018-04-09 05:00:00,0.24600000000000002,0.43,24.116666666666664
228195,2018-04-09 06:00:00,0.221,0.47,23.172222222222217
228196,2018-04-09 07:00:00,0.2,0.56,21.15555555555555
228197,2018-04-09 08:00:00,0.182,0.59,19.983333333333334
228198,2018-04-09 09:00:00,0.163,0.66,18.099999999999998
228199,2018-04-09 10:00:00,0.19699999999999998,0.71,16.72222222222222
228200,2018-04-09 11:00:00,0.195,0.73,16.255555555555553
228201,2018-04-09 12:00:00,0.14800000000000002,0.73,16.06111111111111
228202,2018-04-09 13:00:00,0.292,0.75,15.622222222222222
228203,2018-04-09 14:00:00,0.344,0.76,15.227777777777776
228204,2018-04-09 15:00:00,0.195,0.78,14.833333333333334
228205,2018-04-09 16:00:00,0.156,0.78,14.47777777777778
228206,2018-04-09 17:00:00,0.187,0.79,14.100000000000001
228207,2018-04-09 18:00:00,0.19399999999999998,0.79,13.788888888888888
228208,2018-04-09 19:00:00,0.193,0.78,13.661111111111113
228209,2018-04-09 20:00:00,0.275,0.78,13.488888888888889
228210,2018-04-09 21:00:00,0.218,0.75,13.844444444444445
228211,2018-04-09 22:00:00,0.193,0.65,16.95
228212,2018-04-09 23:00:00,0.193,0.53,20.37777777777778
228213,2018-04-10 00:00:00,0.28,0.43,23.672222222222224
228214,2018-04-10 01:00:00,0.265,0.37,26.100000000000005
228215,2018-04-10 02:00:00,0.397,0.29,28.63333333333334
228216,2018-04-10 03:00:00,0.519,0.26,29.683333333333337
228217,2018-04-10 04:00:00,0.424,0.26,29.67777777777778
228218,2018-04-10 05:00:00,0.39399999999999996,0.22,30.66111111111111
228219,2018-04-10 06:00:00,0.257,0.26,28.63888888888889
228220,2018-04-10 07:00:00,0.25,0.38,25.33333333333333
228221,2018-04-10 08:00:00,0.249,0.48,23.549999999999997
228222,2018-04-10 09:00:00,0.25,0.49,22.9
228223,2018-04-10 10:00:00,0.254,0.57,20.633333333333333
228224,2018-04-10 11:00:00,0.259,0.62,19.272222222222222
228225,2018-04-10 12:00:00,0.259,0.64,18.249999999999996
228226,2018-04-10 13:00:00,0.282,0.63,17.72222222222222
228227,2018-04-10 14:00:00,0.385,0.65,17.166666666666668
228228,2018-04-10 15:00:00,0.2,0.65,16.555555555555557
228229,2018-04-10 16:00:00,0.174,0.6,16.450000000000003
228230,2018-04-10 17:00:00,0.198,0.6,15.961111111111109
228231,2018-04-10 18:00:00,0.198,0.62,15.405555555555553
228232,2018-04-10 19:00:00,0.19899999999999998,0.64,14.949999999999998
228233,2018-04-10 20:00:00,0.175,0.6,14.972222222222221
228234,2018-04-10 21:00:00,0.177,0.55,15.938888888888888
228235,2018-04-10 22:00:00,0.198,0.44,18.605555555555554
228236,2018-04-10 23:00:00,0.20199999999999999,0.34,22.89444444444444
228237,2018-04-11 00:00:00,0.26899999999999996,0.23,26.822222222222223
228238,2018-04-11 01:00:00,0.39399999999999996,0.2,28.711111111111116
228239,2018-04-11 02:00:00,0.34700000000000003,0.18,30.311111111111114
228240,2018-04-11 03:00:00,0.785,0.15,31.555555555555557
228241,2018-04-11 04:00:00,0.862,0.15,31.522222222222222
228242,2018-04-11 05:00:00,0.431,0.16,31.383333333333333
228243,2018-04-11 06:00:00,0.27,0.38,26.34444444444445
228244,2018-04-11 07:00:00,0.239,0.34,26.888888888888893
228245,2018-04-11 08:00:00,0.23,0.37,25.955555555555556
228246,2018-04-11 09:00:00,0.24100000000000002,0.43,23.666666666666664
228247,2018-04-11 10:00:00,0.254,0.51,20.78333333333333
228248,2018-04-11 11:00:00,0.256,0.52,19.79444444444444
228249,2018-04-11 12:00:00,0.271,0.53,19.00555555555555
228250,2018-04-11 13:00:00,0.259,0.56,18.166666666666668
228251,2018-04-11 14:00:00,0.402,0.63,17.144444444444446
228252,2018-04-11 15:00:00,0.218,0.67,16.594444444444445
228253,2018-04-11 16:00:00,0.19699999999999998,0.69,15.92777777777778
228254,2018-04-11 17:00:00,0.187,0.7,15.450000000000001
228255,2018-04-11 18:00:00,0.16399999999999998,0.72,15.038888888888888
228256,2018-04-11 19:00:00,0.201,0.7,14.955555555555557
228257,2018-04-11 20:00:00,0.201,0.7,14.933333333333334
228258,2018-04-11 21:00:00,0.201,0.74,14.866666666666665
228259,2018-04-11 22:00:00,0.18,0.71,16.48888888888889
228260,2018-04-11 23:00:00,0.17600000000000002,0.64,18.666666666666664
228261,2018-04-12 00:00:00,0.365,0.55,20.99444444444445
228262,2018-04-12 01:00:00,0.526,0.46,23.666666666666664
228263,2018-04-12 02:00:00,0.455,0.41,24.67777777777778
228264,2018-04-12 03:00:00,0.39799999999999996,0.53,22.24444444444445
228265,2018-04-12 04:00:00,0.40700000000000003,0.54,22.150000000000002
228266,2018-04-12 05:00:00,0.321,0.48,23.111111111111107
228267,2018-04-12 06:00:00,0.23600000000000002,0.4,24.416666666666668
228268,2018-04-12 07:00:00,0.23600000000000002,0.48,22.366666666666667
228269,2018-04-12 08:00:00,0.233,0.64,19.349999999999998
228270,2018-04-12 09:00:00,0.231,0.71,17.59444444444445
228271,2018-04-12 10:00:00,0.21899999999999997,0.76,16.444444444444443
228272,2018-04-12 11:00:00,0.179,0.78,15.899999999999999
228273,2018-04-12 12:00:00,0.19,0.78,15.66111111111111
228274,2018-04-12 13:00:00,0.301,0.78,15.461111111111109
228275,2018-04-12 14:00:00,0.391,0.8,14.805555555555555
228276,2018-04-12 15:00:00,0.584,0.81,14.472222222222221
228277,2018-04-12 16:00:00,0.474,0.81,14.67777777777778
228278,2018-04-12 17:00:00,0.2,0.8,14.538888888888891
228279,2018-04-12 18:00:00,0.201,0.78,14.138888888888891
228280,2018-04-12 19:00:00,0.17600000000000002,0.77,13.638888888888888
228281,2018-04-12 20:00:00,0.174,0.77,13.338888888888887
228282,2018-04-12 21:00:00,0.201,0.76,13.233333333333333
228283,2018-04-12 22:00:00,0.19899999999999998,0.73,14.400000000000002
228284,2018-04-12 23:00:00,0.183,0.71,15.061111111111112
228285,2018-04-13 00:00:00,0.18,0.69,15.127777777777775
228286,2018-04-13 01:00:00,0.34600000000000003,0.63,15.855555555555554
228287,2018-04-13 02:00:00,0.318,0.57,16.772222222222222
228288,2018-04-13 03:00:00,0.292,0.52,17.694444444444443
228289,2018-04-13 04:00:00,0.364,0.47,18.377777777777776
228290,2018-04-13 05:00:00,0.429,0.47,18.511111111111106
228291,2018-04-13 06:00:00,0.239,0.5,18.35
228292,2018-04-13 07:00:00,0.18600000000000003,0.49,17.83888888888889
228293,2018-04-13 08:00:00,0.195,0.49,17.083333333333332
228294,2018-04-13 09:00:00,0.198,0.53,15.833333333333334
228295,2018-04-13 10:00:00,0.182,0.59,14.761111111111111
228296,2018-04-13 11:00:00,0.162,0.63,14.072222222222221
228297,2018-04-13 12:00:00,0.255,0.65,13.494444444444444
228298,2018-04-13 13:00:00,0.20800000000000002,0.67,12.977777777777778
228299,2018-04-13 14:00:00,0.284,0.68,12.494444444444447
228300,2018-04-13 15:00:00,0.28800000000000003,0.69,11.822222222222223
228301,2018-04-13 16:00:00,0.213,0.69,11.477777777777776
228302,2018-04-13 17:00:00,0.36200000000000004,0.7,11.122222222222225
228303,2018-04-13 18:00:00,0.29,0.69,10.655555555555557
228304,2018-04-13 19:00:00,0.214,0.69,10.46111111111111
228305,2018-04-13 20:00:00,0.183,0.68,10.183333333333332
228306,2018-04-13 21:00:00,0.22399999999999998,0.66,10.372222222222224
228307,2018-04-13 22:00:00,0.541,0.56,12.96111111111111
228308,2018-04-13 23:00:00,0.602,0.43,16.555555555555557
228309,2018-04-14 00:00:00,1.4140000000000001,0.3,19.74444444444445
228310,2018-04-14 01:00:00,2.033,0.21,22.661111111111115
228311,2018-04-14 02:00:00,0.715,0.17,24.572222222222226
228312,2018-04-14 03:00:00,0.639,0.18,25.40555555555556
228313,2018-04-14 04:00:00,0.647,0.22,24.75
228314,2018-04-14 05:00:00,0.348,0.23,24.711111111111116
228315,2018-04-14 06:00:00,0.19399999999999998,0.23,23.911111111111115
228316,2018-04-14 07:00:00,0.18899999999999997,0.23,23.200000000000003
228317,2018-04-14 08:00:00,0.201,0.22,22.444444444444446
228318,2018-04-14 09:00:00,0.2,0.24,21.027777777777775
228319,2018-04-14 10:00:00,0.19899999999999998,0.28,19.111111111111114
228320,2018-04-14 11:00:00,0.177,0.31,17.944444444444443
228321,2018-04-14 12:00:00,0.171,0.32,17.09444444444445
228322,2018-04-14 13:00:00,0.287,0.33,16.36111111111111
228323,2018-04-14 14:00:00,0.359,0.34,15.555555555555555
228324,2018-04-14 15:00:00,0.175,0.33,15.077777777777776
228325,2018-04-14 16:00:00,0.187,0.32,14.727777777777776
228326,2018-04-14 17:00:00,0.235,0.32,14.41111111111111
228327,2018-04-14 18:00:00,0.209,0.33,13.627777777777778
228328,2018-04-14 19:00:00,0.315,0.32,13.411111111111111
228329,2018-04-14 20:00:00,0.627,0.31,13.261111111111111
228330,2018-04-14 21:00:00,0.634,0.3,14.17777777777778
228331,2018-04-14 22:00:00,0.447,0.24,18.277777777777782
228332,2018-04-14 23:00:00,0.256,0.18,22.211111111111116
228333,2018-04-15 00:00:00,0.192,0.13,25.500000000000004
228334,2018-04-15 01:00:00,0.218,0.1,27.605555555555554
228335,2018-04-15 02:00:00,0.276,0.1,28.561111111111106
228336,2018-04-15 03:00:00,0.78,0.1,29.305555555555557
228337,2018-04-15 04:00:00,0.6579999999999999,0.1,29.61111111111111
228338,2018-04-15 05:00:00,0.4,0.11,29.26666666666667
228339,2018-04-15 06:00:00,0.221,0.12,28.461111111111116
228340,2018-04-15 07:00:00,0.228,0.12,26.938888888888886
228341,2018-04-15 08:00:00,0.228,0.12,25.566666666666663
228342,2018-04-15 09:00:00,0.228,0.14,23.63333333333334
228343,2018-04-15 10:00:00,0.20800000000000002,0.16,21.566666666666663
228344,2018-04-15 11:00:00,0.19899999999999998,0.18,20.300000000000004
228345,2018-04-15 12:00:00,0.226,0.2,19.222222222222218
228346,2018-04-15 13:00:00,0.247,0.21,18.144444444444442
228347,2018-04-15 14:00:00,0.428,0.24,17.08888888888889
228348,2018-04-15 15:00:00,0.505,0.27,15.850000000000001
228349,2018-04-15 16:00:00,0.5489999999999999,0.29,15.005555555555553
228350,2018-04-15 17:00:00,0.627,0.3,14.38888888888889
228351,2018-04-15 18:00:00,0.738,0.28,14.100000000000001
228352,2018-04-15 19:00:00,0.33399999999999996,0.27,13.694444444444445
228353,2018-04-15 20:00:00,0.317,0.29,12.988888888888889
228354,2018-04-15 21:00:00,0.225,0.28,13.788888888888888
228355,2018-04-15 22:00:00,0.272,0.24,17.477777777777778
228356,2018-04-15 23:00:00,0.258,0.2,20.705555555555552
228357,2018-04-16 00:00:00,0.395,0.2,22.08888888888889
228358,2018-04-16 01:00:00,0.575,0.19,23.77777777777778
228359,2018-04-16 02:00:00,0.49200000000000005,0.18,25.66111111111111
228360,2018-04-16 03:00:00,0.513,0.22,25.316666666666663
228361,2018-04-16 04:00:00,0.285,0.24,23.75
228362,2018-04-16 05:00:00,0.21899999999999997,0.23,23.772222222222226
228363,2018-04-16 06:00:00,0.215,0.19,24.922222222222224
228364,2018-04-16 07:00:00,0.21100000000000002,0.18,24.383333333333333
228365,2018-04-16 08:00:00,0.204,0.32,21.538888888888884
228366,2018-04-16 09:00:00,0.177,0.49,18.744444444444444
228367,2018-04-16 10:00:00,0.184,0.63,17.144444444444446
228368,2018-04-16 11:00:00,0.20199999999999999,0.69,16.355555555555554
228369,2018-04-16 12:00:00,0.28600000000000003,0.7,15.716666666666665
228370,2018-04-16 13:00:00,0.264,0.72,15.238888888888889
228371,2018-04-16 14:00:00,0.309,0.74,14.66111111111111
228372,2018-04-16 15:00:00,0.166,0.77,14.261111111111113
228373,2018-04-16 16:00:00,0.19699999999999998,0.78,14.255555555555553
228374,2018-04-16 17:00:00,0.19899999999999998,0.79,14.161111111111113
228375,2018-04-16 18:00:00,0.166,0.78,14.038888888888891
228376,2018-04-16 19:00:00,0.183,0.78,13.672222222222222
228377,2018-04-16 20:00:00,0.19899999999999998,0.78,13.272222222222222
228378,2018-04-16 21:00:00,0.193,0.78,13.377777777777776
228379,2018-04-16 22:00:00,0.162,0.75,14.605555555555554
228380,2018-04-16 23:00:00,0.188,0.7,15.844444444444447
228381,2018-04-17 00:00:00,0.314,0.64,17.127777777777776
228382,2018-04-17 01:00:00,0.223,0.59,17.96666666666667
228383,2018-04-17 02:00:00,0.335,0.58,18.377777777777776
228384,2018-04-17 03:00:00,0.49200000000000005,0.57,18.36111111111111
228385,2018-04-17 04:00:00,0.419,0.55,18.216666666666672
228386,2018-04-17 05:00:00,0.32,0.54,17.9
228387,2018-04-17 06:00:00,0.19,0.52,17.322222222222223
228388,2018-04-17 07:00:00,0.18899999999999997,0.52,16.61111111111111
228389,2018-04-17 08:00:00,0.204,0.55,15.511111111111113
228390,2018-04-17 09:00:00,0.196,0.59,14.383333333333333
228391,2018-04-17 10:00:00,0.161,0.63,13.416666666666666
228392,2018-04-17 11:00:00,0.19399999999999998,0.64,13.050000000000002
228393,2018-04-17 12:00:00,0.247,0.65,12.844444444444443
228394,2018-04-17 13:00:00,0.23600000000000002,0.65,12.511111111111113
228395,2018-04-17 14:00:00,0.36,0.65,12.31111111111111
228396,2018-04-17 15:00:00,0.19,0.65,11.944444444444445
228397,2018-04-17 16:00:00,0.195,0.65,11.549999999999999
228398,2018-04-17 17:00:00,0.19699999999999998,0.65,11.194444444444445
228399,2018-04-17 18:00:00,0.17,0.67,10.872222222222222
228400,2018-04-17 19:00:00,0.17300000000000001,0.69,10.438888888888888
228401,2018-04-17 20:00:00,0.19699999999999998,0.71,9.766666666666666
228402,2018-04-17 21:00:00,0.198,0.72,9.661111111111111
228403,2018-04-17 22:00:00,0.179,0.63,12.227777777777776
228404,2018-04-17 23:00:00,0.22899999999999998,0.53,13.81111111111111
228405,2018-04-18 00:00:00,0.248,0.44,15.150000000000002
228406,2018-04-18 01:00:00,0.305,0.39,16.41111111111111
228407,2018-04-18 02:00:00,0.304,0.36,17.416666666666668
228408,2018-04-18 03:00:00,0.45,0.35,17.883333333333333
228409,2018-04-18 04:00:00,0.47100000000000003,0.36,18.15555555555556
228410,2018-04-18 05:00:00,0.336,0.37,18.383333333333336
228411,2018-04-18 06:00:00,0.22,0.37,18.438888888888886
228412,2018-04-18 07:00:00,0.188,0.4,18.122222222222224
228413,2018-04-18 08:00:00,0.163,0.43,17.322222222222223
228414,2018-04-18 09:00:00,0.198,0.47,15.916666666666666
228415,2018-04-18 10:00:00,0.19699999999999998,0.54,14.455555555555557
228416,2018-04-18 11:00:00,0.183,0.57,13.644444444444446
228417,2018-04-18 12:00:00,0.17600000000000002,0.58,12.96111111111111
228418,2018-04-18 13:00:00,0.26,0.58,12.333333333333336
228419,2018-04-18 14:00:00,0.341,0.59,11.805555555555555
228420,2018-04-18 15:00:00,0.172,0.59,11.25
228421,2018-04-18 16:00:00,0.185,0.58,11.116666666666665
228422,2018-04-18 17:00:00,0.19899999999999998,0.59,10.544444444444443
228423,2018-04-18 18:00:00,0.18899999999999997,0.6,10.155555555555557
228424,2018-04-18 19:00:00,0.16899999999999998,0.62,9.661111111111111
228425,2018-04-18 20:00:00,0.244,0.61,9.733333333333336
228426,2018-04-18 21:00:00,0.203,0.6,10.155555555555557
228427,2018-04-18 22:00:00,0.24600000000000002,0.51,13.56111111111111
228428,2018-04-18 23:00:00,0.198,0.44,16.67222222222222
228429,2018-04-19 00:00:00,0.718,0.4,18.5
228430,2018-04-19 01:00:00,0.91,0.4,19.711111111111116
228431,2018-04-19 02:00:00,0.873,0.47,19.466666666666672
228432,2018-04-19 03:00:00,0.794,0.51,19.505555555555556
228433,2018-04-19 04:00:00,0.469,0.51,19.73333333333333
228434,2018-04-19 05:00:00,0.255,0.51,19.572222222222226
228435,2018-04-19 06:00:00,0.18,0.49,19.455555555555552
228436,2018-04-19 07:00:00,0.179,0.48,19.194444444444443
228437,2018-04-19 08:00:00,0.204,0.53,18.150000000000002
228438,2018-04-19 09:00:00,0.19899999999999998,0.61,16.566666666666666
228439,2018-04-19 10:00:00,0.16,0.71,14.683333333333334
228440,2018-04-19 11:00:00,0.196,0.76,13.838888888888887
228441,2018-04-19 12:00:00,0.201,0.78,13.344444444444447
228442,2018-04-19 13:00:00,0.7290000000000001,0.78,13.050000000000002
228443,2018-04-19 14:00:00,0.45299999999999996,0.79,12.722222222222221
228444,2018-04-19 15:00:00,0.2,0.79,12.36111111111111
228445,2018-04-19 16:00:00,0.198,0.79,12.188888888888888
228446,2018-04-19 17:00:00,0.153,0.76,12.03888888888889
228447,2018-04-19 18:00:00,0.195,0.74,11.688888888888888
228448,2018-04-19 19:00:00,0.198,0.72,11.361111111111112
228449,2018-04-19 20:00:00,0.16899999999999998,0.71,11.199999999999998
228450,2018-04-19 21:00:00,0.17800000000000002,0.69,11.43888888888889
228451,2018-04-19 22:00:00,0.319,0.65,12.738888888888889
228452,2018-04-19 23:00:00,0.205,0.58,13.88888888888889
228453,2018-04-20 00:00:00,0.258,0.67,13.1
228454,2018-04-20 01:00:00,0.511,0.81,12.272222222222224
228455,2018-04-20 02:00:00,0.301,0.74,13.699999999999998
228456,2018-04-20 03:00:00,0.35200000000000004,0.6,15.18888888888889
228457,2018-04-20 04:00:00,0.381,0.52,15.855555555555554
228458,2018-04-20 05:00:00,0.44799999999999995,0.49,16.033333333333335
228459,2018-04-20 06:00:00,0.23,0.5,15.961111111111109
228460,2018-04-20 07:00:00,0.172,0.54,15.572222222222223
228461,2018-04-20 08:00:00,0.19899999999999998,0.58,14.872222222222225
228462,2018-04-20 09:00:00,0.19899999999999998,0.64,13.75
228463,2018-04-20 10:00:00,0.16899999999999998,0.68,12.805555555555554
228464,2018-04-20 11:00:00,0.177,0.71,12.216666666666669
228465,2018-04-20 12:00:00,0.258,0.73,11.627777777777778
228466,2018-04-20 13:00:00,0.284,0.76,10.88888888888889
228467,2018-04-20 14:00:00,0.311,0.77,10.42222222222222
228468,2018-04-20 15:00:00,0.408,0.78,10.066666666666666
228469,2018-04-20 16:00:00,0.461,0.79,9.955555555555556
228470,2018-04-20 17:00:00,0.469,0.79,9.777777777777779
228471,2018-04-20 18:00:00,0.466,0.79,9.549999999999999
228472,2018-04-20 19:00:00,0.281,0.78,9.655555555555557
228473,2018-04-20 20:00:00,0.375,0.77,9.57777777777778
228474,2018-04-20 21:00:00,0.46,0.74,9.994444444444447
228475,2018-04-20 22:00:00,0.509,0.64,12.594444444444445
228476,2018-04-20 23:00:00,0.63,0.52,15.716666666666665
228477,2018-04-21 00:00:00,0.6829999999999999,0.42,18.15555555555556
228478,2018-04-21 01:00:00,0.596,0.36,19.92777777777778
228479,2018-04-21 02:00:00,0.9229999999999999,0.38,20.522222222222222
228480,2018-04-21 03:00:00,0.9209999999999999,0.43,20.33333333333333
228481,2018-04-21 04:00:00,0.665,0.49,19.73888888888889
228482,2018-04-21 05:00:00,0.802,0.52,19.466666666666672
228483,2018-04-21 06:00:00,0.22699999999999998,0.54,19.555555555555557
228484,2018-04-21 07:00:00,0.21,0.53,19.65555555555555
228485,2018-04-21 08:00:00,0.20800000000000002,0.52,19.488888888888887
228486,2018-04-21 09:00:00,0.19399999999999998,0.58,18.066666666666663
228487,2018-04-21 10:00:00,0.185,0.68,16.055555555555557
228488,2018-04-21 11:00:00,0.2,0.72,15.105555555555554
228489,2018-04-21 12:00:00,0.203,0.75,14.461111111111112
228490,2018-04-21 13:00:00,0.251,0.77,13.922222222222224
228491,2018-04-21 14:00:00,0.33799999999999997,0.8,13.444444444444446
228492,2018-04-21 15:00:00,0.442,0.81,12.899999999999999
228493,2018-04-21 16:00:00,0.259,0.81,12.461111111111112
228494,2018-04-21 17:00:00,0.218,0.8,12.155555555555557
228495,2018-04-21 18:00:00,0.21899999999999997,0.81,11.761111111111113
228496,2018-04-21 19:00:00,0.209,0.81,11.383333333333335
228497,2018-04-21 20:00:00,0.33299999999999996,0.81,10.977777777777776
228498,2018-04-21 21:00:00,0.17800000000000002,0.8,11.800000000000002
228499,2018-04-21 22:00:00,0.19899999999999998,0.67,15.266666666666664
228500,2018-04-21 23:00:00,0.348,0.5,19.72222222222222
228501,2018-04-22 00:00:00,0.375,0.38,23.327777777777776
228502,2018-04-22 01:00:00,0.406,0.34,24.694444444444443
228503,2018-04-22 02:00:00,0.386,0.3,26.12222222222222
228504,2018-04-22 03:00:00,0.418,0.36,24.827777777777776
228505,2018-04-22 04:00:00,0.413,0.36,25.077777777777776
228506,2018-04-22 05:00:00,0.38799999999999996,0.34,25.805555555555557
228507,2018-04-22 06:00:00,0.37,0.34,24.899999999999995
228508,2018-04-22 07:00:00,0.382,0.41,22.561111111111114
228509,2018-04-22 08:00:00,0.369,0.48,20.933333333333337
228510,2018-04-22 09:00:00,0.335,0.57,19.21666666666667
228511,2018-04-22 10:00:00,0.295,0.6,18.177777777777777
228512,2018-04-22 11:00:00,0.321,0.62,17.63888888888889
228513,2018-04-22 12:00:00,0.33399999999999996,0.64,17.0
228514,2018-04-22 13:00:00,0.318,0.66,16.2
228515,2018-04-22 14:00:00,0.546,0.68,15.544444444444443
228516,2018-04-22 15:00:00,0.452,0.69,14.916666666666666
228517,2018-04-22 16:00:00,0.428,0.69,14.57222222222222
228518,2018-04-22 17:00:00,0.31,0.7,13.988888888888889
228519,2018-04-22 18:00:00,0.289,0.68,13.761111111111113
228520,2018-04-22 19:00:00,0.28800000000000003,0.68,13.55
228521,2018-04-22 20:00:00,0.265,0.65,13.42222222222222
228522,2018-04-22 21:00:00,0.262,0.63,13.983333333333334
228523,2018-04-22 22:00:00,0.289,0.49,18.15555555555556
